Web Views.

USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root           341     2       0      0 0                   0 I [mmc_clk_gate/mm]
root           342     2       0      0 0                   0 S [irq/84-8804000.]
root           344     2       0      0 0                   0 S [irq/83-mmc0]
root           345     2       0      0 0                   0 S [irq/244-8804000]
root           346     2       0      0 0                   0 I [ovr_work]
root           347     2       0      0 0                   0 I [sec_abc_wq]
root           348     2       0      0 0                   0 I [bootc_wq]
root           350     2       0      0 0                   0 I [usb_bam_wq]
root           351     2       0      0 0                   0 S [irq/264-qbt_ipc]
root           352     2       0      0 0                   0 I [qbt2000_debug_w]
root           357     2       0      0 0                   0 S [irq/278-A96T3X6]
root           359     2       0      0 0                   0 S [irq/254-hrm_sen]
root           360     2       0      0 0                   0 I [sdump_wq]
root           361     2       0      0 0                   0 I [ssc_fssr_wq]
root           362     2       0      0 0                   0 I [slpi_motor_wq]
root           363     2       0      0 0                   0 I [accel_wq]
root           364     2       0      0 0                   0 I [prox_wq]
root           365     2       0      0 0                   0 S [irq/268-jig-irq]
root           366     2       0      0 0                   0 I [max77705-charge]
root           367     2       0      0 0                   0 I [mfc_workqueue]
root           368     2       0      0 0                   0 S [irq/64-wpd-det-]
root           369     2       0      0 0                   0 I [op_wait]
root           370     2       0      0 0                   0 I [op_send]
root           371     2       0      0 0                   0 I [ccic_irq_event]
root           372     2       0      0 0                   0 I [typec_manager_e]
root           373     2       0      0 0                   0 I [typec_manager_m]
root           374     2       0      0 0                   0 I [max77705_pd]
root           375     2       0      0 0                   0 I [ss_vibrator]
root           376     2       0      0 0                   0 S [five_tee_msg_th]
root           377     2       0      0 0                   0 S [irq/410-arm-smm]
root           378     2       0      0 0                   0 I [uaudio_svc]
root           379     2       0      0 0                   0 S [irq/284-cs35l41]
root           380     2       0      0 0                   0 S [irq/284-cs35l41]
root           381     2       0      0 0                   0 I [apr_driver]
root           382     2       0      0 0                   0 I [wdsp_glink_wq]
root           383     2       0      0 0                   0 I [ipv6_addrconf]
root           384     2       0      0 0                   0 S [irq/58-qcom,tem]
root           386     2       0      0 0                   0 S [irq/54-qcom,tem]
root           387     2       0      0 0                   0 S [irq/63-thr-int-]
root           388     2       0      0 0                   0 S [irq/73-thr-int-]
root           389     2       0      0 0                   0 S [irq/411-arm-smm]
root           390     2       0      0 0                   0 S [core_ctl/0]
root           391     2       0      0 0                   0 S [core_ctl/4]
root           392     2       0      0 0                   0 S [core_ctl/7]
root           397     2       0      0 0                   0 I [five_wq]
root           398     2       0      0 0                   0 I [five_hook_wq]
root           399     2       0      0 0                   0 I [mst_cluster_fre]
u0_a272        434   765 5754140 133180 0                   0 S com.ironsrc.aura.tmo
u0_a165        451   765 7116500 142072 0                   0 S com.tmobile.pr.mytmobile
root           457     2       0      0 0                   0 S [irq/200-wpc-irq]
u0_a355        461   765 6099616 138352 0                   0 S air.com.rosettastone.mobile.CoursePlayer
root           465     2       0      0 0                   0 I [rq_stats]
root           466     2       0      0 0                   0 S [msm_perf:events]
root           467     2       0      0 0                   0 S [irq/412-arm-smm]
root           469     2       0      0 0                   0 S [irq/413-arm-smm]
root           470     2       0      0 0                   0 S [irq/414-arm-smm]
root           471     2       0      0 0                   0 S [irq/415-arm-smm]
root           472     2       0      0 0                   0 S [irq/416-arm-smm]
root           473     2       0      0 0                   0 S [irq/417-arm-smm]
root           474     2       0      0 0                   0 S [irq/418-arm-smm]
root           475     2       0      0 0                   0 S [irq/419-arm-smm]
root           476     2       0      0 0                   0 S [irq/420-arm-smm]
root           477     2       0      0 0                   0 S [irq/421-arm-smm]
root           478     2       0      0 0                   0 S [irq/422-arm-smm]
root           479     2       0      0 0                   0 S [irq/423-arm-smm]
root           480     2       0      0 0                   0 S [irq/424-arm-smm]
root           481     2       0      0 0                   0 S [irq/425-arm-smm]
root           482     2       0      0 0                   0 S [irq/426-arm-smm]
root           483     2       0      0 0                   0 I [drm_dp]
root           484     2       0      0 0                   0 S [irq/190-UB_CON_]
root           485     2       0      0 0                   0 I [flash_br_workqu]
root           486     2       0      0 0                   0 I [brightness_wq]
root           487     2       0      0 0                   0 S [irq/387-arm-smm]
root           488     2       0      0 0                   0 S [irq/427-arm-smm]
root           489     2       0      0 0                   0 I [sdm_dp_audio_no]
root           490     2       0      0 0                   0 D [secdp_event]
root           491     2       0      0 0                   0 I [secdp_hpd]
root           492     2       0      0 0                   0 I [hdcp_1x_1]
root           493     2       0      0 0                   0 S [hdcp_tz_lib]
root           494     2       0      0 0                   0 S [dp_hdcp2p2]
root           495     2       0      0 0                   0 S [crtc_commit:136]
root           496     2       0      0 0                   0 S [crtc_event:136]
root           497     2       0      0 0                   0 S [crtc_commit:190]
root           498     2       0      0 0                   0 S [crtc_event:190]
root           499     2       0      0 0                   0 S [crtc_commit:198]
root           500     2       0      0 0                   0 S [crtc_event:198]
root           501     2       0      0 0                   0 S [pp_event]
root           502     2       0      0 0                   0 S [rot_commitq_0_0]
root           503     2       0      0 0                   0 S [rot_commitq_0_1]
root           504     2       0      0 0                   0 S [rot_doneq_0_0]
root           505     2       0      0 0                   0 S [rot_doneq_0_1]
root           506     2       0      0 0                   0 S [rot_fenceq_0_0]
root           507     2       0      0 0                   0 S [rot_fenceq_0_1]
root           508     2       0      0 0                   0 S [rot_fenceq_0_2]
root           509     2       0      0 0                   0 S [rot_fenceq_0_3]
root           510     2       0      0 0                   0 S [rot_fenceq_0_4]
root           511     2       0      0 0                   0 S [rot_fenceq_0_5]
root           512     2       0      0 0                   0 S [rot_fenceq_0_6]
root           513     2       0      0 0                   0 S [rot_fenceq_0_7]
root           514     2       0      0 0                   0 S [rot_fenceq_0_8]
root           515     2       0      0 0                   0 S [rot_fenceq_0_9]
root           516     2       0      0 0                   0 S [rot_fenceq_0_10]
root           517     2       0      0 0                   0 S [rot_fenceq_0_11]
root           518     2       0      0 0                   0 S [rot_fenceq_0_12]
root           519     2       0      0 0                   0 S [rot_fenceq_0_13]
root           520     2       0      0 0                   0 S [rot_fenceq_0_14]
root           521     2       0      0 0                   0 S [rot_fenceq_0_15]
root           522     2       0      0 0                   0 I [sb-1]
root           523     2       0      0 0                   0 S [ngd_rx_thread1]
root           524     2       0      0 0                   0 S [ngd_notify_sl1]
root           525     2       0      0 0                   0 I [usb_notify]
root           526     2       0      0 0                   0 S [irq/48-flip_cov]
root           527     2       0      0 0                   0 S [irq/50-certify_]
root           528     2       0      0 0                   0 S [irq/76-qpnp_fla]
root           529     2       0      0 0                   0 S [irq/75-qpnp_fla]
root           530     2       0      0 0                   0 S [irq/74-qpnp_fla]
root           531     2       0      0 0                   0 I [soc:battery]
root           533     2       0      0 0                   0 I [kdmflush]
root           534     2       0      0 0                   0 I [bioset]
root           535     2       0      0 0                   0 I [kverityd]
root           536     2       0      0 0                   0 I [bioset]
root           537     2       0      0 0                   0 I [bioset]
root           538     2       0      0 0                   0 I [bioset]
root           540     2       0      0 0                   0 I [ext4-rsv-conver]
root           554     2       0      0 0                   0 I [kdmflush]
root           555     2       0      0 0                   0 I [bioset]
root           556     2       0      0 0                   0 I [kverityd]
root           557     2       0      0 0                   0 I [bioset]
root           558     2       0      0 0                   0 I [bioset]
root           559     2       0      0 0                   0 I [bioset]
root           560     2       0      0 0                   0 I [ext4-rsv-conver]
root           561     2       0      0 0                   0 I [kdmflush]
root           562     2       0      0 0                   0 I [bioset]
root           563     2       0      0 0                   0 I [kverityd]
root           564     2       0      0 0                   0 I [bioset]
root           565     2       0      0 0                   0 I [bioset]
root           566     2       0      0 0                   0 I [bioset]
root           567     2       0      0 0                   0 I [ext4-rsv-conver]
root           569     2       0      0 0                   0 S [irq/428-arm-smm]
root           571     2       0      0 0                   0 S [dhd_watchdog_th]
root           572     2       0      0 0                   0 S [dhd_rpm_state_t]
root           574     1   44880   1664 0                   0 S init
root           575     1   43148   1292 0                   0 S init
root           576     1   45712   3280 0                   0 S ueventd
logd           587     1  169068  18924 0                   0 S logd
system         588     1   37020   2884 0                   0 S servicemanager
system         589     1   44352   4080 0                   0 S hwservicemanager
system         590     1   37644   2136 0                   0 S vndservicemanager
system         595     1   40768   2620 0                   0 S android.hardware.keymaster@4.0-strongbox-service-qti
system         596     1 2320240   1884 0                   0 S qseecomd
system         597     1  131140   3224 0                   0 S vendor.qti.hardware.qseecom@1.0-service
root           610     1 2345272   2984 0                   0 S vold
dsms           611     1   40012   2772 0                   0 S vendor.samsung.frameworks.security.dsms@1.0-service
root           636     2       0      0 0                   0 S [jbd2/sda5-8]
root           637     2       0      0 0                   0 I [ext4-rsv-conver]
root           639     2       0      0 0                   0 S [jbd2/sda28-8]
root           640     2       0      0 0                   0 I [ext4-rsv-conver]
root           641     2       0      0 0                   0 S [jbd2/sda19-8]
root           642     2       0      0 0                   0 I [ext4-rsv-conver]
root           644     2       0      0 0                   0 S [jbd2/sda6-8]
root           645     2       0      0 0                   0 I [ext4-rsv-conver]
root           647     2       0      0 0                   0 S [jbd2/sda9-8]
root           648     2       0      0 0                   0 I [ext4-rsv-conver]
root           655     2       0      0 0                   0 S [jbd2/sda16-8]
root           656     2       0      0 0                   0 I [ext4-rsv-conver]
root           658     2       0      0 0                   0 S [jbd2/sda29-8]
root           659     2       0      0 0                   0 I [ext4-rsv-conver]
root           661     2       0      0 0                   0 S [jbd2/sda24-8]
root           662     2       0      0 0                   0 I [ext4-rsv-conver]
root           664     2       0      0 0                   0 S [jbd2/sda23-8]
root           665     2       0      0 0                   0 I [ext4-rsv-conver]
root           667     2       0      0 0                   0 S [jbd2/sda30-8]
root           668     2       0      0 0                   0 I [ext4-rsv-conver]
system         672     1   37508   2672 0                   0 S spdaemon
system         673     1  113308   1324 0                   0 S sec_nvm
radio          678     1   55664   1552 0                   0 S ipacm-diag
root           680     2       0      0 0                   0 S [irq/429-arm-smm]
system         681     1   81164   2212 0                   0 S sscrpcd
root           682     2       0      0 0                   0 S [irq/430-arm-smm]
system         683     1   97480   2816 0                   0 S android.system.suspend@1.0-service
system         684     1   38228   2496 0                   0 S android.hardware.atrace@1.0-service
system         685     1 2138768   3636 0                   0 S android.hardware.keymaster@4.0-service
root           686     2       0      0 0                   0 S [irq/431-arm-smm]
system         687     1   39700   2260 0                   0 S vendor.samsung.hardware.security.wsm@1.0-service
root           697     2       0      0 0                   0 I [ipa_interrupt_w]
root           698     2       0      0 0                   0 I [ipawq36]
root           699     2       0      0 0                   0 I [iparepwq36]
root           700     2       0      0 0                   0 I [ipawq33]
root           701     2       0      0 0                   0 I [iparepwq33]
root           702     2       0      0 0                   0 I [ipawq32]
root           703     2       0      0 0                   0 I [iparepwq32]
root           704     2       0      0 0                   0 I [ipa_ut_dbgfs]
root           705     2       0      0 0                   0 I [clnt_req]
root           708     2       0      0 0                   0 S [glink_spss]
root           710     2       0      0 0                   0 S [jbd2/sda31-8]
root           711     2       0      0 0                   0 I [ext4-rsv-conver]
system         712     1   38632   2604 0                   0 S vendor.samsung.hardware.security.proca@2.0-service
system         713     1   38216   2648 0                   0 S vaultkeeperd
system         714     1   38336   2588 0                   0 S vendor.samsung.hardware.security.vaultkeeper@1.0-service
system         715     1   34656   2396 0                   0 S storkd
u0_a218        722   766 1506416  33224 0                   0 S com.android.chrome:privileged_process4
root           727     1   81364   1536 0                   0 S apexd
vendor_audit   735     1   35232   2556 0                   0 S auditd
system         755     1   59576   1672 0                   0 S cass
system         756     1  189564   2332 0                   0 S time_daemon
root           762     2       0      0 0                   0 S [glink_modem]
root           763     2       0      0 0                   0 S [qrtr_rx]
root           764     1  619996   3776 0                   0 S netd
root           765     1 5441312  40172 0                   0 S zygote64
root           766     1 1750592  10300 0                   0 S zygote
root           770     2       0      0 0                   0 S [glink_cdsp]
root           771     2       0      0 0                   0 S [qrtr_rx]
root           779     2       0      0 0                   0 S [glink_adsp]
root           780     2       0      0 0                   0 S [qrtr_rx]
root           788     2       0      0 0                   0 S [glink_slpi]
root           789     2       0      0 0                   0 S [qrtr_rx]
u0_a59         800   765 5086036  61336 0                   0 S com.sec.android.provider.badge
audioserver    805     1   79056      0 0                   0 S android.hardware.audio@2.0-service
system         806     1   39380   2884 0                   0 S android.hidl.allocator@1.0-service
bluetooth      807     1  130364   1912 0                   0 S android.hardware.bluetooth@1.0-service
media          808     1   15884    404 0                   0 S android.hardware.cas@1.1-service
system         809     1   95920   1980 0                   0 S android.hardware.configstore@1.1-service
media          810     1   21016    248 0                   0 S android.hardware.drm@1.0-service
media          811     1   63216   2024 0                   0 S android.hardware.drm@1.2-service.clearkey
media          812     1   21436    180 0                   0 S android.hardware.drm@1.2-service.widevine
system         813     1   40020   2828 0                   0 S android.hardware.gatekeeper@1.0-service
system         814     1  328152   3108 0                   0 S android.hardware.gnss@2.0-service-qti
system         815     1  209436   5748 0                   0 S android.hardware.graphics.composer@2.3-service
system         816     1   38800   3020 0                   0 S android.hardware.health@2.0-service.samsung
system         817     1   38452   2972 0                   0 S android.hardware.memtrack@1.0-service
system         818     1   83616   2912 0                   0 S android.hardware.neuralnetworks@1.2-service-qti
system         819     1   38460   2676 0                   0 S android.hardware.power@1.0-service
system         820     1  846548   2800 0                   0 S android.hardware.sensors@1.0-service
system         821     1   38480   2476 0                   0 S android.hardware.thermal@1.0-service
root           822     1   60016   2648 0                   0 S android.hardware.usb@1.1-service.wahoo
wifi           823     1   64368   3364 0                   0 S android.hardware.wifi@1.0-service
system         824     1   61296   1860 0                   0 S vendor.qti.hardware.capabilityconfigstore@1.0-service
system         825     1   61280   2328 0                   0 S vendor.qti.hardware.cvp@1.0-service
system         826     1   97096   3196 0                   0 S vendor.qti.hardware.display.allocator-service
root           827     1  100604   3524 0                   0 S vendor.qti.hardware.iop@2.0-service
root           828     1  115028   2508 0                   0 S vendor.qti.hardware.perf@2.0-service
system         829     1   38820   2456 0                   0 S vendor.qti.hardware.qdutils_disp@1.0-service-qti
system         833     1   20444    372 0                   0 S vendor.qti.hardware.scve.objecttracker@1.0-service
system         834     1   20632    368 0                   0 S vendor.qti.hardware.scve.panorama@1.0-service
system         835     1   37792   2792 0                   0 S vendor.qti.hardware.tui_comm@1.0-service-qti
system         836     1   38236   2528 0                   0 S vendor.samsung.hardware.base@1.0-service
cameraserver   837     1  578928  23244 0                   0 S vendor.samsung.hardware.camera.provider@3.0-service
system         839     1   38564   2764 0                   0 S vendor.samsung.hardware.light@3.0-service
system         844     1   42560   2700 0                   0 S vendor.samsung.hardware.media.converter@1.0-service
system         846     1   38212   2808 0                   0 S vendor.samsung.hardware.miscpower@2.0-service
system         852     1   44628   2664 0                   0 S vendor.samsung.hardware.security.drk@2.0-service
system         859     1   40796   2564 0                   0 S vendor.samsung.hardware.security.hdcp.keyprovisioning@1.0-service
system         862     1 2958216   2236 0                   0 S vendor.samsung.hardware.snap@1.1-service
system         865     1   78212   2308 0                   0 S vendor.samsung.hardware.tlc.arcounter@1.0-service
system         869     1   38788   2856 0                   0 S vendor.samsung.hardware.vibrator@2.1-service
wifi           871     1   42376   2596 0                   0 S vendor.samsung.hardware.wifi@2.0-service
vendor_qrtr    879     1   35068   2364 0                   0 S qrtr-ns
nobody         881     1   94776   2364 0                   0 S rmt_storage
vendor_rfs     882     1   39844   2584 0                   0 S tftp_server
system         890     1   61292   2048 0                   0 S pd-mapper
system         891     1  149840   1688 0                   0 S pm-service
nobody         896     1   36800   2852 0                   0 S ashmemd
audioserver    899     1 2845428   5364 0                   0 S audioserver
gpu_service    905     1   60852   2836 0                   0 S gpuservice
lmkd           910     1   35820   3900 0                   0 S lmkd
system         911     1   73892   8796 0                   0 S perfmond
system         912     1  496104  15972 0                   0 S surfaceflinger
root           914     2       0      0 0                   0 S [irq/432-arm-smm]
system         919     1   38228   2516 0                   0 S vendor.samsung.hardware.security.widevine.keyprovisioning@1.0-service
root           920     2       0      0 0                   0 S [psimon]
root           931     2       0      0 0                   0 I [adsp]
root           946     2       0      0 0                   0 S [irq/433-arm-smm]
